db_q_<dbpedia:...That's_the_Way_It_Is> Q0 db_<dbpedia:...That's_the_Way_It_Is> 3
db_q_<dbpedia:House_at_1141_North_Chester_Avenue> Q0 db_<dbpedia:1041> 0
db_q_<dbpedia:10th_FAI_World_Rally_Flying_Championship> Q0 db_<dbpedia:14th_FAI_World_Rally_Flying_Championship> 2
db_q_<dbpedia:1564_in_Norway> Q0 db_<dbpedia:1564_in_India> 0
db_q_<dbpedia:10th_FAI_World_Rally_Flying_Championship> Q0 db_<dbpedia:15th_FAI_World_Precision_Flying_Championship> 2
db_q_<dbpedia:2014_Holy_Cross_Crusaders_football_team> Q0 db_<dbpedia:1906_Holy_Cross_Crusaders_football_team> 3
db_q_<dbpedia:1934_Birthday_Honours> Q0 db_<dbpedia:1923_Birthday_Honours> 3
db_q_<dbpedia:1934_Birthday_Honours> Q0 db_<dbpedia:1934_Birthday_Honours> 2
db_q_<dbpedia:1935_Claxton_Shield> Q0 db_<dbpedia:1935_Claxton_Shield> 3
db_q_<dbpedia:1934_Birthday_Honours> Q0 db_<dbpedia:1936_Birthday_Honours> 3
db_q_<dbpedia:1935_Claxton_Shield> Q0 db_<dbpedia:1965_Claxton_Shield> 1
db_q_<dbpedia:1967_Palanca_Awards> Q0 db_<dbpedia:1967_Palanca_Awards> 2
db_q_<dbpedia:1962_Australian_Championships_–_Men's_Singles> Q0 db_<dbpedia:1969_New_Zealand_Open_–_Singles> 1
db_q_<dbpedia:Grand_Prix_Stakes> Q0 db_<dbpedia:1971_Grand_Prix_(tennis)> 3
db_q_<dbpedia:1978_Miyagi_earthquake> Q0 db_<dbpedia:1978_Miyagi_earthquake> 3
db_q_<dbpedia:History_of_Nottingham_Forest_F.C.> Q0 db_<dbpedia:1978–79_Nottingham_Forest_F.C._season> 2
db_q_<dbpedia:FIS_Freestyle_World_Ski_Championships_2013_–_Women's_slopestyle> Q0 db_<dbpedia:1980_FIS_Freestyle_Skiing_World_Cup> 3
db_q_<dbpedia:FIS_Freestyle_World_Ski_Championships_2013_–_Women's_slopestyle> Q0 db_<dbpedia:1982_FIS_Freestyle_Skiing_World_Cup> 3
db_q_<dbpedia:I'm_a_Jayhawk> Q0 db_<dbpedia:1988–89_Kansas_Jayhawks_men's_basketball_team> 0
db_q_<dbpedia:Qoyunbinəsi> Q0 db_<dbpedia:1992_Azerbaijan_Cup> 0
db_q_<dbpedia:1996_JGTC_season> Q0 db_<dbpedia:1993_JGTC_season> 0
db_q_<dbpedia:1994_African_Cup_of_Champions_Clubs_Final> Q0 db_<dbpedia:1994_African_Cup_of_Nations_squads> 3
db_q_<dbpedia:1994_African_Cup_of_Champions_Clubs_Final> Q0 db_<dbpedia:1994_CAF_Super_Cup> 3
db_q_<dbpedia:2002_RCA_Championships> Q0 db_<dbpedia:1997_RCA_Championships> 2
db_q_<dbpedia:1998_Kroger_St._Jude_International_–_Singles> Q0 db_<dbpedia:1998_Kroger_St._Jude_International> 2
db_q_<dbpedia:1999_U.S._Men's_Clay_Court_Championships> Q0 db_<dbpedia:1998_U.S._Men's_Clay_Court_Championships> 3
db_q_<dbpedia:1995_Acura_Classic> Q0 db_<dbpedia:1999_Acura_Classic> 2
db_q_<dbpedia:1998_Kroger_St._Jude_International_–_Singles> Q0 db_<dbpedia:1999_Kroger_St._Jude_International> 3
db_q_<dbpedia:1998_Kroger_St._Jude_International_–_Singles> Q0 db_<dbpedia:1999_Kroger_St._Jude_International_–_Doubles> 2
db_q_<dbpedia:1995_Acura_Classic> Q0 db_<dbpedia:2000_Acura_Classic> 3
db_q_<dbpedia:2002_European_Road_Championships> Q0 db_<dbpedia:2002_European_Judo_Championships> 1
db_q_<dbpedia:2002_European_Road_Championships> Q0 db_<dbpedia:2002_European_Road_Championships> 3
db_q_<dbpedia:1996_JGTC_season> Q0 db_<dbpedia:2004_JGTC_season> 1
db_q_<dbpedia:1967_Palanca_Awards> Q0 db_<dbpedia:2007_Palanca_Awards> 1
db_q_<dbpedia:2010_World_Junior_Championships_in_Athletics_–_Women's_discus_throw> Q0 db_<dbpedia:2008_World_Junior_Championships_in_Athletics_–_Men's_discus_throw> 3
db_q_<dbpedia:Canoeing_at_the_1948_Summer_Olympics_–_Men's_K-1_10000_metres> Q0 db_<dbpedia:2009_Canoe_Slalom_World_Cup> 1
db_q_<dbpedia:1976_Japanese_Grand_Prix> Q0 db_<dbpedia:2009_Japanese_Grand_Prix> 3
db_q_<dbpedia:2012_Cup_of_China> Q0 db_<dbpedia:2011_Cup_of_China> 2
db_q_<dbpedia:Ken_Cooper_(American_football)> Q0 db_<dbpedia:2011_Mississippi_State_Bulldogs_football_team> 3
db_q_<dbpedia:1999_Men's_World_Open_Squash_Championship> Q0 db_<dbpedia:2011_PSA_World_Series> 3
db_q_<dbpedia:2011_Grand_Prix_motorcycle_racing_season> Q0 db_<dbpedia:2011_Speedway_Grand_Prix_of_Croatia> 3
db_q_<dbpedia:Boodles_Boxing_Ball> Q0 db_<dbpedia:2012_Boodles_Challenge> 1
db_q_<dbpedia:2012_Cup_of_China> Q0 db_<dbpedia:2012_Cup_of_China> 3
db_q_<dbpedia:Stewart_Hendler> Q0 db_<dbpedia:2012_Fifth_Third_Bank_Tennis_Championships_–_Women's_Doubles> 0
db_q_<dbpedia:Ken_Cooper_(American_football)> Q0 db_<dbpedia:2012_Mississippi_State_Bulldogs_football_team> 2
db_q_<dbpedia:2015_Zimbabwe_Premier_Soccer_League> Q0 db_<dbpedia:2012_Zimbabwe_Premier_Soccer_League> 1
db_q_<dbpedia:2010_Alessandria_Challenger_–_Singles> Q0 db_<dbpedia:2013_Intersport_Heilbronn_Open_–_Singles> 2
db_q_<dbpedia:1999_Men's_World_Open_Squash_Championship> Q0 db_<dbpedia:2013_PSA_World_Series> 3
db_q_<dbpedia:2010_Alessandria_Challenger_–_Singles> Q0 db_<dbpedia:2013_Trofeo_Faip–Perrel_–_Singles> 3
db_q_<dbpedia:1936_FA_Cup_Final> Q0 db_<dbpedia:2014_FA_Cup_Final> 2
db_q_<dbpedia:Ken_Cooper_(American_football)> Q0 db_<dbpedia:2014_Mississippi_State_Bulldogs_football_team> 3
db_q_<dbpedia:2015_Zimbabwe_Premier_Soccer_League> Q0 db_<dbpedia:2015_Zimbabwe_Premier_Soccer_League> 3
db_q_<dbpedia:Lebanon_at_the_1959_Mediterranean_Games> Q0 db_<dbpedia:2021_Mediterranean_Games> 2
db_q_<dbpedia:251_Menlove_Avenue> Q0 db_<dbpedia:251_Menlove_Avenue> 3
db_q_<dbpedia:3rd_Cavalry_Brigade_(Australia)> Q0 db_<dbpedia:2nd_Cavalry_Brigade_(Australia)> 3
db_q_<dbpedia:3rd_Cavalry_Brigade_(Australia)> Q0 db_<dbpedia:3rd_Cavalry_Brigade_(Australia)> 2
db_q_<dbpedia:Hans_Voigt> Q0 db_<dbpedia:4378_Voigt> 0
db_q_<dbpedia:3rd_Cavalry_Brigade_(Australia)> Q0 db_<dbpedia:4th_Cavalry_Brigade_(Australia)> 3
db_q_<dbpedia:50_Biscayne> Q0 db_<dbpedia:50_Biscayne> 3
db_q_<dbpedia:54th_Indian_Brigade> Q0 db_<dbpedia:54th_Brigade> 3
db_q_<dbpedia:54th_Indian_Brigade> Q0 db_<dbpedia:54th_Indian_Brigade> 3
db_q_<dbpedia:Rada_TV> Q0 db_<dbpedia:8th_Ukrainian_Verkhovna_Rada> 0
db_q_<dbpedia:1924–25_Panhellenic_Championship> Q0 db_<dbpedia:A.P.S._Aspida_Xanthi> 1
db_q_<dbpedia:Spegazziniophytum> Q0 db_<dbpedia:A._alba> 0
db_q_<dbpedia:Manzonia_crispa> Q0 db_<dbpedia:A._crispa> 1
db_q_<dbpedia:Advanced_Manufacturing_Park> Q0 db_<dbpedia:AMP-69> 0
db_q_<dbpedia:1907_International_Cross_Country_Championships> Q0 db_<dbpedia:AWA_International_Heavyweight_Championship> 1
db_q_<dbpedia:There_I_Go_Again> Q0 db_<dbpedia:A_Bit_of_What_You_Fancy> 0
db_q_<dbpedia:A_Faithful_Narrative_of_the_Surprising_Work_of_God_in_the_Conversion_of_Many_Hundred_Souls_in_Northampton> Q0 db_<dbpedia:A_Faithful_Narrative_of_the_Surprising_Work_of_God_in_the_Conversion_of_Many_Hundred_Souls_in_Northampton> 3
db_q_<dbpedia:Aaron_Herr> Q0 db_<dbpedia:Aaron_Herr> 3
db_q_<dbpedia:Abdul_Rahman_(convert)> Q0 db_<dbpedia:Abdul_Rahman_(Afghan_minister)> 3
db_q_<dbpedia:Anwar_al-Bunni> Q0 db_<dbpedia:Abdulrahman_al-Awlaki> 0
db_q_<dbpedia:Ina_Beyermann> Q0 db_<dbpedia:Abla_Khairy> 0
db_q_<dbpedia:Vladimir_Rodimushkin> Q0 db_<dbpedia:About_That> 0
db_q_<dbpedia:Maria_Dobroniega_of_Kiev> Q0 db_<dbpedia:Abraham_and_Onesimus_of_Kiev_Caves> 0
db_q_<dbpedia:Farès_Benabderahmane> Q0 db_<dbpedia:Abu_Inan_Faris> 0
db_q_<dbpedia:Syed_Zafar_Mahmood> Q0 db_<dbpedia:Abul_Fazl_Syed_Mahmood_Quadri> 3
db_q_<dbpedia:Shapsug_Adyghe_dialect> Q0 db_<dbpedia:Abzakh_Adyghe_dialect> 0
db_q_<dbpedia:Tropical_horticulture> Q0 db_<dbpedia:Acampe> 1
db_q_<dbpedia:Juari_River> Q0 db_<dbpedia:Acre_River> 3
db_q_<dbpedia:Act_2:_The_Blood_and_the_Life_Eternal> Q0 db_<dbpedia:Act_1:_Goodbye_Friends_of_the_Heavenly_Bodies> 2
db_q_<dbpedia:Advanced_Manufacturing_Park> Q0 db_<dbpedia:Advanced_Manufacturing_Park> 3
db_q_<dbpedia:Aengnam_Station> Q0 db_<dbpedia:Aengnam_Station> 3
db_q_<dbpedia:Afferden,_Limburg> Q0 db_<dbpedia:Afferden,_Limburg> 3
db_q_<dbpedia:Nojim_Maiyegun> Q0 db_<dbpedia:Afolabi> 0
db_q_<dbpedia:Climbing_shrew> Q0 db_<dbpedia:African_black_shrew> 3
db_q_<dbpedia:Agadi,_Haveri> Q0 db_<dbpedia:Agadi,_Dharwad> 3
db_q_<dbpedia:Agadi,_Haveri> Q0 db_<dbpedia:Agadi,_Haveri> 3
db_q_<dbpedia:Agadi,_Haveri> Q0 db_<dbpedia:Agadi,_Uttara_Kannada> 3
db_q_<dbpedia:Agalagunte> Q0 db_<dbpedia:Agalagunte> 3
db_q_<dbpedia:Agonopterix_vasta> Q0 db_<dbpedia:Agonopterix_vasta> 3
db_q_<dbpedia:Libdmc> Q0 db_<dbpedia:Air_operator's_certificate> 1
db_q_<dbpedia:Ait_Oumdis> Q0 db_<dbpedia:Ait_Attab> 1
db_q_<dbpedia:Ait_Oumdis> Q0 db_<dbpedia:Ait_Hkim_Ait_Yzid> 0
